date,AQI,quality,PM2.5,PM10,SO2,CO,NO2,O3_8h
2019-04-03,78,¡º,57,86,8,0.6,50,128
2019-04-04,90,¡º,67,124,7,0.6,54,126
2019-04-05,171,÷–∂»Œ€»æ,40,292,3,0.3,25,84
2019-04-06,131,«·∂»Œ€»æ,39,212,6,0.5,36,89
2019-04-07,75,¡º,40,99,8,0.6,40,94
2019-04-08,61,¡º,29,71,12,0.9,35,83
2019-04-09,39,”≈,24,39,3,0.5,22,70
2019-04-10,48,”≈,26,39,3,0.4,28,95
2019-04-11,65,¡º,47,68,2,0.4,37,105
2019-04-12,85,¡º,63,86,4,0.6,41,114
2019-04-13,109,«·∂»Œ€»æ,82,87,4,0.6,38,92
2019-04-14,57,¡º,17,63,3,0.3,24,101
2019-04-15,74,¡º,43,97,6,0.5,42,114
2019-04-16,101,«·∂»Œ€»æ,72,109,7,0.6,37,161
2019-04-17,138,«·∂»Œ€»æ,105,137,9,1,54,189
2019-04-18,107,«·∂»Œ€»æ,38,163,3,0.4,20,91
2019-04-19,61,¡º,20,72,3,0.4,27,86
2019-04-20,57,¡º,40,61,2,0.5,43,39
2019-04-21,112,«·∂»Œ€»æ,59,174,5,0.8,41,105
2019-04-22,126,«·∂»Œ€»æ,94,133,5,0.9,42,188
2019-04-23,124,«·∂»Œ€»æ,94,69,2,0.7,30,104
2019-04-24,60,¡º,43,44,2,0.6,26,57
2019-04-25,49,”≈,9,21,3,0.2,16,97
2019-04-26,60,¡º,19,27,3,0.3,18,111
2019-04-27,54,¡º,38,38,3,0.4,27,79
2019-04-28,65,¡º,47,37,3,0.5,23,88
2019-04-29,139,«·∂»Œ€»æ,106,85,3,0.9,38,126
2019-04-30,74,¡º,35,98,2,0.4,23,96
2019-05-01,60,¡º,13,38,3,0.3,28,111
2019-05-02,85,¡º,23,57,3,0.3,37,141
2019-05-03,108,«·∂»Œ€»æ,53,93,7,0.6,44,168
2019-05-04,126,«·∂»Œ€»æ,49,84,7,0.5,29,188
2019-05-05,52,¡º,22,54,2,0.2,15,96
2019-05-06,56,¡º,19,38,2,0.3,27,107
2019-05-07,65,¡º,23,52,3,0.3,32,118
2019-05-08,69,¡º,47,87,5,0.5,47,103
2019-05-09,81,¡º,37,68,3,0.5,39,137
2019-05-10,124,«·∂»Œ€»æ,51,99,6,0.6,48,186
2019-05-11,138,«·∂»Œ€»æ,71,97,6,0.8,41,201
2019-05-12,117,«·∂»Œ€»æ,88,174,5,0.8,27,94
2019-05-13,60,¡º,19,69,3,0.3,21,102
2019-05-14,101,«·∂»Œ€»æ,54,121,7,0.6,49,161
2019-05-15,134,«·∂»Œ€»æ,91,208,10,1.1,49,197
2019-05-16,116,«·∂»Œ€»æ,67,141,4,0.7,39,177
2019-05-17,112,«·∂»Œ€»æ,81,115,3,0.8,34,173
2019-05-18,54,¡º,38,41,2,0.6,26,80
2019-05-19,58,¡º,30,65,3,0.3,15,82
2019-05-20,47,”≈,12,46,2,0.3,19,93
2019-05-21,61,¡º,14,39,2,0.4,35,113
2019-05-22,94,¡º,21,55,2,0.5,52,152
2019-05-23,195,÷–∂»Œ€»æ,27,71,4,0.6,45,260
2019-05-24,130,«·∂»Œ€»æ,45,111,6,0.7,54,192
2019-05-25,175,÷–∂»Œ€»æ,49,115,6,0.7,44,240
2019-05-26,64,¡º,36,77,4,0.8,25,90
2019-05-27,48,”≈,6,15,3,0.2,14,96
2019-05-28,80,¡º,12,36,3,0.3,32,135
2019-05-29,144,«·∂»Œ€»æ,21,51,3,0.4,33,208
2019-05-30,61,¡º,20,54,4,0.3,24,113
2019-05-31,60,¡º,10,33,3,0.3,23,112
2019-06-01,104,«·∂»Œ€»æ,30,74,4,0.5,40,164
2019-06-02,141,«·∂»Œ€»æ,45,79,4,0.7,38,205
2019-06-03,124,«·∂»Œ€»æ,28,55,2,0.5,26,186
2019-06-04,98,¡º,60,70,7,1.2,26,157
2019-06-05,75,¡º,47,62,3,0.9,35,129
2019-06-06,73,¡º,53,54,3,0.9,41,109
2019-06-07,117,«·∂»Œ€»æ,62,60,2,0.7,21,178
2019-06-08,80,¡º,34,47,2,0.5,22,136
2019-06-09,49,”≈,6,20,3,0.3,17,98
2019-06-10,97,¡º,29,54,2,0.6,27,156
2019-06-11,175,÷–∂»Œ€»æ,51,62,5,0.9,24,240
2019-06-12,156,÷–∂»Œ€»æ,35,56,7,0.9,27,221
2019-06-13,127,«·∂»Œ€»æ,23,43,2,0.6,25,189
2019-06-14,87,¡º,31,56,3,0.6,33,144
2019-06-15,123,«·∂»Œ€»æ,21,52,6,0.7,26,185
2019-06-16,36,”≈,25,32,3,0.6,23,58
2019-06-17,97,¡º,51,51,3,0.9,31,156
2019-06-18,186,÷–∂»Œ€»æ,60,65,3,0.8,28,251
2019-06-19,154,÷–∂»Œ€»æ,74,90,6,1.2,21,219
2019-06-20,179,÷–∂»Œ€»æ,61,82,3,0.8,30,244
2019-06-21,101,«·∂»Œ€»æ,51,79,6,1,28,161
2019-06-22,117,«·∂»Œ€»æ,22,56,2,0.4,32,178
2019-06-23,193,÷–∂»Œ€»æ,40,88,8,0.8,35,258
2019-06-24,166,÷–∂»Œ€»æ,36,74,5,0.7,33,231
2019-06-25,187,÷–∂»Œ€»æ,46,102,7,0.8,30,252
2019-06-26,188,÷–∂»Œ€»æ,43,83,6,0.8,25,253
2019-06-27,170,÷–∂»Œ€»æ,48,76,5,0.8,27,235
2019-06-28,120,«·∂»Œ€»æ,27,40,2,0.6,18,181
2019-06-29,55,¡º,14,28,3,0.4,16,105
2019-06-30,47,”≈,5,18,3,0.3,14,93
2019-07-01,67,¡º,10,30,2,0.3,25,120
2019-07-02,110,«·∂»Œ€»æ,24,62,2,0.6,34,170
2019-07-03,119,«·∂»Œ€»æ,21,38,3,0.5,28,180
2019-07-04,173,÷–∂»Œ€»æ,30,72,4,0.6,39,238
2019-07-05,60,¡º,27,49,2,0.6,34,112
2019-07-06,33,”≈,7,14,3,0.3,16,66
2019-07-07,64,¡º,13,21,2,0.4,17,116
2019-07-08,100,¡º,25,34,2,0.5,25,159
2019-07-09,50,”≈,29,49,2,0.6,40,98
2019-07-10,90,¡º,44,47,3,0.8,25,147
2019-07-11,96,¡º,28,39,2,0.5,23,155
2019-07-12,144,«·∂»Œ€»æ,25,48,2,0.5,25,208
2019-07-13,151,÷–∂»Œ€»æ,55,77,3,0.9,29,216
2019-07-14,117,«·∂»Œ€»æ,15,31,2,0.5,17,178
2019-07-15,162,÷–∂»Œ€»æ,53,68,3,0.8,25,227
2019-07-16,101,«·∂»Œ€»æ,37,51,3,0.8,28,161
2019-07-17,72,¡º,52,42,3,0.8,29,69
2019-07-18,130,«·∂»Œ€»æ,67,64,2,0.9,25,192
2019-07-19,77,¡º,56,61,2,0.9,31,110
2019-07-20,80,¡º,59,59,2,0.8,32,70
2019-07-21,146,«·∂»Œ€»æ,64,69,2,0.8,27,210
2019-07-22,104,«·∂»Œ€»æ,78,99,2,1.1,45,111
2019-07-23,105,«·∂»Œ€»æ,24,28,2,0.6,17,165
2019-07-24,109,«·∂»Œ€»æ,33,55,3,0.7,30,169
2019-07-25,130,«·∂»Œ€»æ,24,52,3,0.5,31,192
2019-07-26,167,÷–∂»Œ€»æ,40,70,2,0.7,24,232
2019-07-27,167,÷–∂»Œ€»æ,83,86,3,0.9,27,232
2019-07-28,113,«·∂»Œ€»æ,55,59,3,0.8,16,174
2019-07-29,43,”≈,14,13,3,0.5,22,86
2019-07-30,114,«·∂»Œ€»æ,27,33,3,0.6,20,175
2019-07-31,142,«·∂»Œ€»æ,22,43,3,0.7,27,206
2019-08-01,150,«·∂»Œ€»æ,24,54,2,0.7,23,214
2019-08-02,83,¡º,29,36,5,0.8,21,139
2019-08-03,117,«·∂»Œ€»æ,35,44,3,0.7,26,178
2019-08-04,65,¡º,40,45,3,0.9,28,117
2019-08-05,51,¡º,30,27,3,0.7,21,101
2019-08-06,91,¡º,46,47,2,0.7,24,149
2019-08-07,96,¡º,17,23,3,0.6,21,155
2019-08-08,123,«·∂»Œ€»æ,33,46,2,0.7,28,185
2019-08-09,75,¡º,40,45,2,0.7,23,129
2019-08-10,61,¡º,23,25,3,0.6,26,113
2019-08-11,28,”≈,15,20,2,0.6,22,38
2019-08-12,39,”≈,6,16,2,0.4,15,78
2019-08-13,39,”≈,5,16,3,0.4,16,78
2019-08-14,44,”≈,11,28,2,0.5,28,88
2019-08-15,117,«·∂»Œ€»æ,15,38,2,0.5,29,178
2019-08-16,39,”≈,6,18,2,0.3,16,78
2019-08-17,39,”≈,11,24,2,0.4,26,78
2019-08-18,86,¡º,15,45,2,0.5,33,143
2019-08-19,132,«·∂»Œ€»æ,40,80,3,0.7,36,195
2019-08-20,70,¡º,51,54,3,0.8,30,88
2019-08-21,46,”≈,26,27,4,0.6,25,92
2019-08-22,43,”≈,14,32,3,0.6,34,83
2019-08-23,43,”≈,10,31,3,0.5,34,80
2019-08-24,100,¡º,15,43,3,0.5,32,159
2019-08-25,94,¡º,23,52,2,0.6,30,152
2019-08-26,102,«·∂»Œ€»æ,76,90,2,0.9,39,123
2019-08-27,46,”≈,28,32,2,0.5,31,91
2019-08-28,34,”≈,4,25,2,0.3,21,67
2019-08-29,36,”≈,3,15,3,0.3,16,71
2019-08-30,45,”≈,6,21,2,0.3,20,89
2019-08-31,86,¡º,12,37,2,0.4,28,143
2019-09-01,100,¡º,20,51,3,0.4,32,160
2019-09-02,128,«·∂»Œ€»æ,26,59,2,0.5,34,190
2019-09-03,178,÷–∂»Œ€»æ,48,83,3,0.7,39,243
2019-09-04,143,«·∂»Œ€»æ,52,79,3,0.8,39,207
2019-09-05,149,«·∂»Œ€»æ,45,72,2,0.6,34,213
2019-09-06,178,÷–∂»Œ€»æ,49,83,3,0.7,40,243
2019-09-07,150,«·∂»Œ€»æ,45,74,3,0.7,36,215
2019-09-08,127,«·∂»Œ€»æ,34,72,3,0.6,36,189
2019-09-09,147,«·∂»Œ€»æ,65,92,7,1.3,31,211
2019-09-10,33,”≈,10,11,3,0.5,19,65
2019-09-11,40,”≈,15,26,5,0.7,32,47
2019-09-12,38,”≈,20,31,2,0.5,25,75
2019-09-13,35,”≈,22,23,2,0.5,22,69
2019-09-14,50,”≈,11,26,3,0.4,27,100
2019-09-15,68,¡º,27,53,2,0.5,38,121
2019-09-16,61,¡º,17,44,3,0.5,28,113
2019-09-17,83,¡º,29,60,3,0.6,30,139
2019-09-18,41,”≈,6,26,3,0.3,21,82
2019-09-19,56,¡º,24,61,3,0.5,41,90
2019-09-20,74,¡º,37,70,3,0.7,41,128
2019-09-21,120,«·∂»Œ€»æ,58,78,5,1.1,37,182
2019-09-22,119,«·∂»Œ€»æ,77,72,4,1.3,31,180
2019-09-23,51,¡º,29,40,3,0.6,35,101
2019-09-24,61,¡º,12,35,3,0.4,28,113
2019-09-25,100,¡º,23,53,3,0.6,37,160
2019-09-26,127,«·∂»Œ€»æ,34,56,2,0.7,35,189
2019-09-27,95,¡º,51,57,3,0.8,31,154
2019-09-28,127,«·∂»Œ€»æ,57,67,2,0.8,32,189
2019-09-29,137,«·∂»Œ€»æ,59,76,2,0.9,35,200
2019-09-30,104,«·∂»Œ€»æ,71,96,3,0.9,32,164
2019-10-01,70,¡º,51,79,3,0.8,23,0
2019-10-02,70,¡º,51,69,3,0.9,24,0
2019-10-03,89,¡º,56,82,2,0.8,22,146
2019-10-04,27,”≈,11,27,2,0.4,12,47
2019-10-05,23,”≈,6,16,2,0.3,18,0
2019-10-06,47,”≈,23,33,2,0.4,37,0
2019-10-07,54,¡º,38,52,2,0.6,35,0
2019-10-08,29,”≈,7,23,3,0.3,22,58
2019-10-09,55,¡º,31,55,4,0.5,44,69
2019-10-10,67,¡º,48,44,2,0.5,31,49
2019-10-11,59,¡º,42,57,4,0.8,45,35
2019-10-12,72,¡º,28,72,15,1.4,57,14
2019-10-13,55,¡º,23,51,4,0.9,44,17
2019-10-14,34,”≈,9,21,2,0.3,27,53
2019-10-15,49,”≈,16,32,2,0.4,39,46
2019-10-16,58,¡º,28,44,2,0.5,46,35
2019-10-17,74,¡º,54,53,2,0.8,51,8
2019-10-18,82,¡º,60,46,2,0.8,43,58
2019-10-19,163,÷–∂»Œ€»æ,124,86,2,1.2,58,42
2019-10-20,105,«·∂»Œ€»æ,79,121,2,0.7,42,60
2019-10-21,55,¡º,17,54,3,0.5,44,43
2019-10-22,75,¡º,44,98,3,0.9,60,49
2019-10-23,104,«·∂»Œ€»æ,78,120,4,1.1,67,95
2019-10-24,90,¡º,67,84,2,0.9,52,46
2019-10-25,30,”≈,8,20,2,0.4,24,55
2019-10-26,59,¡º,30,54,3,0.6,47,36
2019-10-27,73,¡º,53,80,3,0.8,58,38
2019-10-28,113,«·∂»Œ€»æ,26,175,2,0.3,20,60
2019-10-29,68,¡º,32,85,4,0.6,54,44
2019-10-30,93,¡º,54,114,3,0.8,74,28
2019-10-31,74,¡º,36,84,3,0.9,59,66
2019-11-01,64,¡º,25,68,6,0.8,51,36
2019-11-02,64,¡º,29,49,2,0.7,51,13
2019-11-03,48,”≈,33,48,3,0.6,34,33
2019-11-04,67,¡º,48,57,2,0.8,44,34
2019-11-05,59,¡º,42,57,3,0.8,41,40
2019-11-06,73,¡º,46,71,2,0.7,58,19
2019-11-07,47,”≈,24,47,3,0.5,37,44
2019-11-08,70,¡º,39,73,3,0.8,56,26
2019-11-09,112,«·∂»Œ€»æ,84,94,3,1,67,21
2019-11-10,67,¡º,31,84,2,0.4,23,60
2019-11-11,54,¡º,17,53,2,0.5,43,51
2019-11-12,92,¡º,50,92,6,0.9,73,18
2019-11-13,55,¡º,9,59,3,0.2,14,63
2019-11-14,62,¡º,25,57,5,0.6,49,22
2019-11-15,64,¡º,35,78,6,0.9,51,17
2019-11-16,65,¡º,47,80,9,1.3,52,13
2019-11-17,119,«·∂»Œ€»æ,52,188,5,0.8,34,54
2019-11-18,74,¡º,19,98,2,0.3,20,53
2019-11-19,56,¡º,20,62,2,0.4,32,49
2019-11-20,87,¡º,61,124,8,0.9,69,15
2019-11-21,119,«·∂»Œ€»æ,90,158,9,1.6,78,6
2019-11-22,183,÷–∂»Œ€»æ,138,181,9,2.4,94,5
2019-11-23,175,÷–∂»Œ€»æ,132,137,6,1.6,69,34
2019-11-24,30,”≈,7,30,3,0.2,11,58
2019-11-25,40,”≈,13,30,3,0.4,32,29
2019-11-26,73,¡º,38,72,6,0.8,58,14
2019-11-27,34,”≈,7,21,3,0.3,27,55
2019-11-28,75,¡º,39,69,11,1,60,17
2019-11-29,80,¡º,58,74,7,1,64,7
2019-11-30,72,¡º,52,39,3,0.7,35,59
2019-12-01,30,”≈,11,30,4,0.3,17,60
2019-12-02,30,”≈,10,25,3,0.3,24,52
2019-12-03,48,”≈,15,43,3,0.5,38,62
2019-12-04,43,”≈,13,32,3,0.4,34,65
2019-12-05,48,”≈,21,38,4,0.7,38,56
2019-12-06,73,¡º,49,67,5,0.9,58,19
2019-12-07,78,¡º,52,68,4,0.9,62,29
2019-12-08,189,÷–∂»Œ€»æ,142,142,3,1.7,75,5
2019-12-09,233,÷ÿ∂»Œ€»æ,183,183,2,2.1,87,9
2019-12-10,129,«·∂»Œ€»æ,98,114,3,1.4,51,56
2019-12-11,29,”≈,6,15,2,0.3,22,58
2019-12-12,59,¡º,19,37,4,0.6,47,30
2019-12-13,50,”≈,21,47,5,0.7,40,58
2019-12-14,57,¡º,15,28,3,0.5,45,38
2019-12-15,85,¡º,49,75,10,1.3,68,11
