date,AQI,quality,PM2.5,PM10,SO2,CO,NO2,O3_8h
2019-05-19,80,¡º,59,58,7,0.7,48,84
2019-05-20,61,¡º,28,67,7,0.5,36,113
2019-05-21,125,«·∂»Œ€»æ,32,84,9,0.5,52,187
2019-05-22,155,÷–∂»Œ€»æ,43,84,10,0.7,48,220
2019-05-23,202,÷ÿ∂»Œ€»æ,62,101,11,0.8,56,274
2019-05-24,123,«·∂»Œ€»æ,34,67,7,0.5,40,185
2019-05-25,70,¡º,23,50,5,0.5,17,124
2019-05-26,45,”≈,21,28,4,0.5,17,89
2019-05-27,56,¡º,28,31,5,0.7,21,107
2019-05-28,62,¡º,12,31,5,0.5,29,114
2019-05-29,92,¡º,25,50,6,0.6,73,114
2019-05-30,85,¡º,25,44,6,0.6,45,142
2019-05-31,86,¡º,59,48,5,0.8,42,143
2019-06-01,65,¡º,33,30,5,0.6,30,118
2019-06-02,71,¡º,19,25,5,0.5,25,125
2019-06-03,87,¡º,30,30,5,0.6,23,144
2019-06-04,96,¡º,32,38,5,0.6,29,155
2019-06-05,91,¡º,42,44,4,0.6,22,149
2019-06-06,44,”≈,21,34,5,0.6,22,88
2019-06-07,59,¡º,18,25,5,0.5,23,110
2019-06-08,89,¡º,26,29,5,0.4,20,146
2019-06-09,87,¡º,26,30,5,0.5,18,144
2019-06-10,60,¡º,40,42,5,0.6,30,111
2019-06-11,63,¡º,25,29,5,0.4,23,115
2019-06-12,63,¡º,18,27,5,0.3,21,115
2019-06-13,54,¡º,21,25,5,0.4,24,104
2019-06-14,68,¡º,17,22,5,0.4,23,121
2019-06-15,173,÷–∂»Œ€»æ,57,66,10,0.7,42,238
2019-06-16,177,÷–∂»Œ€»æ,77,73,11,0.7,42,242
2019-06-17,80,¡º,29,37,8,0.5,29,136
2019-06-18,45,”≈,19,18,5,0.6,36,78
2019-06-19,46,”≈,28,19,5,0.6,31,92
2019-06-20,36,”≈,22,22,5,0.5,28,71
2019-06-21,39,”≈,19,20,5,0.5,22,78
2019-06-22,44,”≈,28,29,5,0.5,24,87
2019-06-23,60,¡º,27,32,5,0.5,19,112
2019-06-24,73,¡º,22,27,5,0.4,19,127
2019-06-25,45,”≈,14,23,5,0.4,21,89
2019-06-26,47,”≈,19,21,5,0.5,37,57
2019-06-27,75,¡º,33,28,5,0.5,31,130
2019-06-28,121,«·∂»Œ€»æ,43,42,6,0.6,33,183
2019-06-29,57,¡º,40,38,6,0.9,44,78
2019-06-30,48,”≈,21,15,4,0.7,37,95
2019-07-01,48,”≈,17,15,4,0.5,31,95
2019-07-02,65,¡º,18,23,5,0.4,31,118
2019-07-03,71,¡º,23,29,5,0.4,23,125
2019-07-04,70,¡º,36,37,5,0.5,28,124
2019-07-05,61,¡º,37,36,6,0.5,30,113
2019-07-06,74,¡º,36,31,5,0.4,23,128
2019-07-07,137,«·∂»Œ€»æ,34,38,5,0.6,31,200
2019-07-08,112,«·∂»Œ€»æ,54,49,7,0.7,32,173
2019-07-09,37,”≈,16,17,5,0.4,23,73
2019-07-10,43,”≈,16,20,5,0.5,34,73
2019-07-11,58,¡º,32,34,5,0.6,46,97
2019-07-12,44,”≈,28,25,5,0.5,35,64
2019-07-13,48,”≈,9,11,4,0.5,28,95
2019-07-14,93,¡º,31,29,6,0.5,34,151
2019-07-15,64,¡º,22,27,5,0.4,24,116
2019-07-16,38,”≈,17,23,5,0.4,24,75
2019-07-17,39,”≈,20,28,5,0.4,21,77
2019-07-18,25,”≈,10,21,4,0.3,20,35
2019-07-19,25,”≈,9,17,4,0.3,20,43
2019-07-20,45,”≈,25,33,5,0.6,33,90
2019-07-21,92,¡º,38,40,5,0.5,33,150
2019-07-22,90,¡º,31,40,5,0.5,23,147
2019-07-23,116,«·∂»Œ€»æ,23,38,5,0.5,27,177
2019-07-24,78,¡º,31,46,5,0.7,40,133
2019-07-25,71,¡º,37,51,5,0.7,45,125
2019-07-26,97,¡º,47,59,5,0.8,45,156
2019-07-27,72,¡º,34,48,6,0.7,41,126
2019-07-28,70,¡º,20,33,5,0.5,20,124
2019-07-29,90,¡º,16,29,5,0.4,21,148
2019-07-30,99,¡º,15,30,6,0.4,23,158
2019-07-31,64,¡º,12,25,6,0.5,21,116
2019-08-01,38,”≈,9,24,5,0.4,18,75
2019-08-02,25,”≈,8,22,5,0.4,17,50
2019-08-03,25,”≈,13,25,6,0.4,19,44
2019-08-04,30,”≈,6,16,4,0.5,24,36
2019-08-05,24,”≈,9,23,5,0.4,19,41
2019-08-06,36,”≈,17,25,6,0.4,19,71
2019-08-07,38,”≈,24,35,5,0.4,19,76
2019-08-08,26,”≈,11,26,5,0.4,16,30
2019-08-09,25,”≈,11,25,5,0.4,11,25
2019-08-10,39,”≈,12,20,4,0.5,6,78
2019-08-11,40,”≈,8,14,4,0.5,16,79
2019-08-12,89,¡º,20,35,5,0.6,27,146
2019-08-13,85,¡º,32,40,6,0.7,44,141
2019-08-14,143,«·∂»Œ€»æ,46,53,6,0.9,45,207
2019-08-15,118,«·∂»Œ€»æ,42,46,7,1.1,32,179
2019-08-16,170,÷–∂»Œ€»æ,46,54,7,1,31,235
2019-08-17,181,÷–∂»Œ€»æ,53,66,7,0.9,33,246
2019-08-18,93,¡º,41,47,5,0.7,33,151
2019-08-19,82,¡º,17,27,5,0.6,26,138
2019-08-20,67,¡º,15,25,6,0.6,24,120
2019-08-21,110,«·∂»Œ€»æ,25,41,7,0.7,34,171
2019-08-22,93,¡º,36,49,6,0.7,30,151
2019-08-23,64,¡º,32,41,6,0.6,28,116
2019-08-24,36,”≈,21,28,6,0.5,26,71
2019-08-25,23,”≈,11,23,5,0.4,18,46
2019-08-26,81,¡º,17,32,5,0.5,23,137
2019-08-27,85,¡º,28,44,6,0.6,40,142
2019-08-28,46,”≈,17,20,5,0.6,31,91
2019-08-29,55,¡º,22,24,5,0.7,44,84
2019-08-30,111,«·∂»Œ€»æ,54,51,7,0.9,49,172
2019-08-31,85,¡º,42,38,6,0.7,32,142
2019-09-01,54,¡º,13,14,5,0.5,29,104
2019-09-02,42,”≈,8,10,5,0.5,33,74
2019-09-03,68,¡º,16,21,5,0.6,54,36
2019-09-04,64,¡º,31,27,6,0.7,51,42
2019-09-05,42,”≈,12,17,6,0.5,33,27
2019-09-06,28,”≈,7,14,5,0.5,22,24
2019-09-07,79,¡º,22,36,7,0.7,35,134
2019-09-08,93,¡º,33,41,6,0.7,33,151
2019-09-09,47,”≈,24,33,6,0.6,37,88
2019-09-10,120,«·∂»Œ€»æ,36,54,7,0.8,47,182
2019-09-11,65,¡º,32,34,6,0.6,27,117
2019-09-12,63,¡º,18,27,6,0.6,30,115
2019-09-13,54,¡º,15,25,6,0.5,24,104
2019-09-14,46,”≈,15,29,6,0.5,25,91
2019-09-15,54,¡º,12,22,6,0.7,21,104
2019-09-16,76,¡º,15,33,7,0.6,24,131
2019-09-17,66,¡º,22,40,6,0.7,24,119
2019-09-18,72,¡º,14,37,6,0.6,21,126
2019-09-19,48,”≈,11,33,6,0.6,20,95
2019-09-20,75,¡º,14,32,6,0.6,23,129
2019-09-21,50,”≈,10,18,5,0.5,17,100
2019-09-22,45,”≈,11,22,6,0.6,21,89
2019-09-23,52,¡º,21,44,7,0.7,39,102
2019-09-24,110,«·∂»Œ€»æ,38,63,10,0.9,63,170
2019-09-25,96,¡º,46,54,8,0.8,53,155
2019-09-26,74,¡º,23,32,7,0.6,36,128
2019-09-27,63,¡º,25,36,7,0.6,41,115
2019-09-28,52,¡º,36,44,7,0.6,37,102
2019-09-29,56,¡º,30,37,6,0.5,33,107
2019-09-30,46,”≈,30,40,6,0.5,29,92
2019-10-01,20,”≈,12,14,6,0.4,16,30
2019-10-02,28,”≈,12,19,8,0.6,22,45
2019-10-03,47,”≈,19,29,8,0.7,37,72
2019-10-04,61,¡º,35,33,8,0.6,28,113
2019-10-05,56,¡º,27,35,6,0.6,21,107
2019-10-06,49,”≈,10,30,6,0.4,23,98
2019-10-07,53,¡º,35,52,8,0.7,42,60
2019-10-08,80,¡º,59,55,9,1.1,51,59
2019-10-09,60,¡º,43,48,8,0.7,47,87
2019-10-10,69,¡º,15,36,9,0.5,36,122
2019-10-11,57,¡º,38,48,10,0.6,45,72
2019-10-12,70,¡º,29,44,8,0.6,28,124
2019-10-13,60,¡º,21,36,7,0.5,30,111
2019-10-14,45,”≈,19,34,7,0.5,27,90
2019-10-15,39,”≈,11,28,6,0.4,23,77
2019-10-16,49,”≈,17,36,7,0.5,39,87
2019-10-17,52,¡º,21,38,8,0.6,41,95
2019-10-18,55,¡º,18,32,7,0.5,37,106
2019-10-19,75,¡º,35,45,8,0.6,48,129
2019-10-20,87,¡º,44,48,8,0.7,54,144
2019-10-21,68,¡º,35,38,7,0.6,46,121
2019-10-22,74,¡º,31,42,8,0.6,59,116
2019-10-23,70,¡º,36,45,7,0.6,44,123
2019-10-24,61,¡º,27,38,7,0.6,44,113
2019-10-25,84,¡º,48,64,9,0.7,50,140
2019-10-26,38,”≈,20,34,7,0.5,30,74
2019-10-27,72,¡º,24,44,8,0.6,57,63
2019-10-28,95,¡º,61,64,9,0.9,76,88
2019-10-29,128,«·∂»Œ€»æ,71,205,12,1,71,112
2019-10-30,131,«·∂»Œ€»æ,46,212,10,0.8,79,104
2019-10-31,129,«·∂»Œ€»æ,52,207,10,0.7,70,158
2019-11-01,87,¡º,42,111,9,0.7,69,135
2019-11-02,110,«·∂»Œ€»æ,72,146,9,0.9,60,171
2019-11-03,55,¡º,28,45,8,0.6,34,106
2019-11-04,60,¡º,32,50,8,0.7,33,112
2019-11-05,50,”≈,16,30,7,0.5,36,100
2019-11-06,58,¡º,15,26,7,0.5,46,90
2019-11-07,62,¡º,32,41,8,0.7,40,114
2019-11-08,45,”≈,13,29,7,0.5,29,89
2019-11-09,54,¡º,12,25,7,0.5,43,92
2019-11-10,76,¡º,39,63,9,0.7,54,131
2019-11-11,97,¡º,44,103,12,0.9,77,81
2019-11-12,70,¡º,25,75,7,0.6,56,72
2019-11-13,74,¡º,54,74,10,0.9,55,93
2019-11-14,67,¡º,20,84,7,0.6,38,77
2019-11-15,60,¡º,20,60,8,0.6,48,108
2019-11-16,58,¡º,22,50,9,0.5,46,109
2019-11-17,62,¡º,34,60,9,0.7,49,82
2019-11-18,84,¡º,47,118,7,0.7,37,63
2019-11-19,93,¡º,33,135,9,0.6,36,69
2019-11-20,65,¡º,23,79,7,0.6,49,76
2019-11-21,62,¡º,12,31,6,0.5,49,62
2019-11-22,80,¡º,26,49,9,0.5,64,50
2019-11-23,69,¡º,21,37,7,0.5,55,41
2019-11-24,50,”≈,32,33,6,0.7,40,62
2019-11-25,33,”≈,13,29,5,0.4,26,59
2019-11-26,48,”≈,15,26,5,0.5,38,47
2019-11-27,44,”≈,16,18,5,0.4,35,49
2019-11-28,38,”≈,16,32,6,0.5,30,57
2019-11-29,54,¡º,17,32,6,0.5,43,47
2019-11-30,73,¡º,15,24,6,0.5,58,38
2019-12-01,53,¡º,27,22,5,0.9,42,41
2019-12-02,93,¡º,69,63,12,1,61,52
2019-12-03,112,«·∂»Œ€»æ,84,87,15,1.1,95,61
2019-12-04,139,«·∂»Œ€»æ,106,101,15,1.3,115,44
2019-12-05,78,¡º,54,53,11,0.7,62,74
2019-12-06,40,”≈,14,23,6,0.4,32,76
2019-12-07,80,¡º,38,47,9,0.6,64,84
2019-12-08,108,«·∂»Œ€»æ,74,76,13,1,96,75
2019-12-09,115,«·∂»Œ€»æ,87,81,11,0.9,101,69
2019-12-10,116,«·∂»Œ€»æ,72,75,12,0.9,112,73
2019-12-11,148,«·∂»Œ€»æ,113,112,14,1.3,94,90
2019-12-12,74,¡º,33,44,8,0.7,59,73
2019-12-13,93,¡º,33,57,9,0.8,74,73
2019-12-14,83,¡º,57,70,9,0.9,66,77
2019-12-15,54,¡º,17,31,7,0.5,43,61
