date,AQI,quality,PM2.5,PM10,SO2,CO,NO2,O3_8h
2019-07-19,60,良,20,37,6,0.5,19,112
2019-07-20,46,优,16,34,4,0.5,18,92
2019-07-21,39,优,13,28,4,0.5,16,78
2019-07-22,38,优,8,20,4,0.5,14,76
2019-07-23,35,优,8,19,4,0.5,15,70
2019-07-24,32,优,8,19,4,0.5,12,64
2019-07-25,27,优,8,19,4,0.5,10,53
2019-07-26,42,优,8,20,5,0.5,11,84
2019-07-27,40,优,10,20,5,0.5,12,79
2019-07-28,39,优,8,18,4,0.5,11,78
2019-07-29,26,优,8,14,4,0.5,9,51
2019-07-30,32,优,6,16,4,0.5,8,63
2019-07-31,34,优,6,19,4,0.5,6,68
2019-08-01,23,优,11,14,5,0.7,6,46
2019-08-02,20,优,8,12,4,0.6,10,40
2019-08-03,26,优,7,16,4,0.6,12,52
2019-08-04,22,优,7,16,4,0.6,10,44
2019-08-05,28,优,6,17,4,0.6,8,55
2019-08-06,31,优,12,25,4,0.6,15,62
2019-08-07,30,优,12,27,4,0.6,22,60
2019-08-08,39,优,14,26,4,0.6,20,78
2019-08-09,46,优,16,32,5,0.6,18,92
2019-08-10,34,优,14,27,5,0.5,16,68
2019-08-11,41,优,10,24,6,0.5,14,81
2019-08-12,36,优,10,26,6,0.5,16,71
2019-08-13,32,优,12,27,5,0.5,15,64
2019-08-14,31,优,14,28,6,0.5,13,61
2019-08-15,39,优,17,32,5,0.5,17,77
2019-08-16,28,优,9,23,5,0.6,20,55
2019-08-17,31,优,11,25,4,0.6,14,61
2019-08-18,34,优,13,28,5,0.6,14,67
2019-08-19,29,优,9,22,4,0.6,18,57
2019-08-20,27,优,9,22,4,0.6,18,53
2019-08-21,30,优,10,19,4,0.6,22,59
2019-08-22,35,优,8,18,4,0.6,28,57
2019-08-23,34,优,8,18,5,0.7,22,68
2019-08-24,43,优,13,27,6,0.6,19,85
2019-08-25,41,优,15,27,5,0.6,16,82
2019-08-26,36,优,16,31,6,0.6,22,72
2019-08-27,29,优,20,24,4,0.5,12,48
2019-08-28,23,优,7,20,4,0.4,10,46
2019-08-29,28,优,8,18,4,0.4,6,56
2019-08-30,22,优,6,16,4,0.5,7,44
2019-08-31,22,优,5,14,4,0.5,10,43
2019-09-01,27,优,4,12,4,0.5,8,54
2019-09-02,22,优,7,16,4,0.5,6,43
2019-09-03,30,优,6,20,4,0.5,4,60
2019-09-04,25,优,3,10,4,0.5,5,49
2019-09-05,24,优,6,17,4,0.5,8,48
2019-09-06,47,优,11,22,5,0.6,16,93
2019-09-07,40,优,14,30,5,0.6,26,79
2019-09-08,37,优,17,33,5,0.6,16,73
2019-09-09,36,优,12,24,4,0.5,12,71
2019-09-10,31,优,10,20,4,0.6,14,62
2019-09-11,27,优,6,18,4,0.6,20,54
2019-09-12,35,优,11,24,4,0.6,18,69
2019-09-13,35,优,13,22,5,0.6,9,69
2019-09-14,45,优,16,26,5,0.6,8,89
2019-09-15,40,优,15,28,5,0.6,13,80
2019-09-16,51,良,18,30,4,0.6,12,101
2019-09-17,51,良,16,31,5,0.6,11,101
2019-09-18,51,良,14,30,4,0.7,8,101
2019-09-19,62,良,18,35,4,0.8,16,114
2019-09-20,90,良,26,48,6,0.9,30,147
2019-09-21,102,轻度污染,38,64,8,1,30,162
2019-09-22,109,轻度污染,28,53,8,0.8,11,169
2019-09-23,90,良,25,51,7,0.8,20,147
2019-09-24,111,轻度污染,25,39,6,0.7,12,172
2019-09-25,111,轻度污染,27,46,6,0.6,14,172
2019-09-26,119,轻度污染,36,52,6,0.6,15,180
2019-09-27,110,轻度污染,38,56,6,0.6,18,171
2019-09-28,131,轻度污染,46,69,10,0.7,20,194
2019-09-29,113,轻度污染,54,79,9,0.8,28,174
2019-09-30,108,轻度污染,52,76,7,0.8,25,168
2019-10-01,81,良,45,61,6,0.7,13,137
2019-10-02,57,良,40,55,6,0.6,12,106
2019-10-03,44,优,22,34,4,0.5,10,87
2019-10-04,33,优,19,32,4,0.5,9,66
2019-10-05,25,优,16,25,4,0.5,8,49
2019-10-06,39,优,14,23,4,0.5,8,78
2019-10-07,21,优,5,11,4,0.4,6,42
2019-10-08,27,优,10,26,4,0.4,7,53
2019-10-09,34,优,15,30,5,0.6,7,67
2019-10-10,32,优,15,32,4,0.6,10,62
2019-10-11,36,优,17,31,4,0.6,12,72
2019-10-12,42,优,17,30,4,0.6,12,84
2019-10-13,52,良,20,33,4,0.6,9,102
2019-10-14,61,良,15,25,4,0.7,7,113
2019-10-15,44,优,11,31,4,0.6,5,88
2019-10-16,48,优,13,35,4,0.6,6,96
2019-10-17,78,良,22,36,5,0.7,10,133
2019-10-18,106,轻度污染,30,48,7,0.8,10,166
2019-10-19,143,轻度污染,40,57,8,0.8,9,207
2019-10-20,90,良,28,42,5,0.8,9,147
2019-10-21,88,良,26,45,5,0.8,12,145
2019-10-22,88,良,24,44,5,0.7,13,145
2019-10-23,54,良,17,33,5,0.6,11,104
2019-10-24,50,优,16,30,5,0.6,8,99
2019-10-25,68,良,22,39,5,0.6,8,121
2019-10-26,39,优,14,26,4,0.6,8,78
2019-10-27,56,良,22,39,4,0.7,10,107
2019-10-28,55,良,25,37,5,0.8,13,106
2019-10-29,77,良,8,22,6,0.9,12,132
2019-10-30,99,良,20,44,8,0.8,9,158
2019-10-31,71,良,33,69,6,0.9,10,125
2019-11-01,54,良,20,45,4,0.8,8,104
2019-11-02,47,优,18,37,4,0.7,8,94
2019-11-03,130,轻度污染,38,61,8,0.9,15,193
2019-11-04,104,轻度污染,42,69,7,0.9,11,164
2019-11-05,116,轻度污染,41,74,8,0.9,12,177
2019-11-06,122,轻度污染,43,72,7,0.8,20,184
2019-11-07,108,轻度污染,42,64,8,0.7,14,168
2019-11-08,98,良,38,58,8,0.7,14,157
2019-11-09,107,轻度污染,32,50,7,0.6,12,167
2019-11-10,113,轻度污染,33,50,6,0.6,10,174
2019-11-11,99,良,26,44,5,0.6,10,158
2019-11-12,47,优,11,27,3,0.4,9,94
2019-11-13,45,优,14,33,4,0.4,9,89
2019-11-14,90,良,36,53,6,0.6,9,147
2019-11-15,86,良,40,60,4,0.6,11,143
2019-11-16,49,优,20,44,4,0.5,14,98
2019-11-17,38,优,12,30,3,0.4,11,76
2019-11-18,35,优,14,28,4,0.4,10,70
2019-11-19,72,良,28,48,6,0.8,10,126
2019-11-20,98,良,29,49,6,0.7,8,157
2019-11-21,111,轻度污染,32,53,5,0.7,10,172
2019-11-22,132,轻度污染,40,64,6,0.7,27,195
2019-11-23,59,良,20,37,4,0.5,22,110
2019-11-24,60,良,14,24,4,0.5,12,111
2019-11-25,102,轻度污染,21,32,4,0.5,8,162
2019-11-26,42,优,14,32,4,0.5,6,83
2019-11-27,48,优,14,30,4,0.5,7,96
2019-11-28,58,良,30,48,6,0.8,10,109
2019-11-29,49,优,17,36,5,0.8,12,97
2019-11-30,43,优,12,30,4,0.5,7,86
2019-12-01,91,良,26,42,5,0.6,10,149
2019-12-02,62,良,24,46,8,0.9,13,114
2019-12-03,70,良,30,47,8,0.7,10,124
2019-12-04,85,良,27,51,9,0.6,13,141
2019-12-05,55,良,21,47,8,0.5,11,106
2019-12-06,81,良,26,52,10,0.5,13,137
2019-12-07,72,良,24,46,8,0.6,10,126
2019-12-08,85,良,24,45,7,0.6,13,141
2019-12-09,98,良,23,41,6,0.6,13,157
2019-12-10,132,轻度污染,36,55,7,0.7,18,195
2019-12-11,130,轻度污染,37,57,8,0.7,16,193
2019-12-12,80,良,31,50,5,0.7,18,136
2019-12-13,60,良,26,57,4,0.7,10,111
2019-12-14,44,优,16,39,4,0.6,10,87
2019-12-15,57,良,18,39,4,0.6,13,108
